timestamp,time_since_login_min,transaction_amount,transaction_type,is_first_transaction,user_tenure_months,predicted_fraud_proba,predicted_fraud,is_fraud
2018-11-01 05:36:12.240,1.860505214194084,6114.4,CASH-IN,False,10.288848235399763,0.96,1,1
2018-11-01 05:44:55.392,1.7333805569045726,4234.7,PAYMENT,False,10.07703364370083,0.04,0,1
2018-11-01 05:53:38.544,2.0421444011214107,8273.3,CASH-IN,False,0.1967350113135529,0.97,1,1
2018-11-01 06:02:21.696,2.1290423674239025,4103.4,CASH-IN,False,9.586298953597646,0.63,0,1
2018-11-01 06:11:04.848,2.0013622573686143,3331.2,TRANSFER,False,9.914610181319174,0.01,0,0
2018-11-01 06:19:48.000,1.515038636740566,1522.8,,False,5.669323720925248,0.38,0,1
2018-11-01 06:28:31.152,2.1565800564198687,1552.2,PAYMENT,False,10.49132550091079,0.04,0,0
2018-11-01 06:37:14.304,1.5660030017952131,3157.2,CASH-OUT,False,2.425569974200877,0.99,1,1
2018-11-01 06:45:57.456,2.653798574120779,1724.9,CASH-IN,False,9.999148815642291,0.05,0,0
2018-11-01 06:54:40.608,2.356258806968118,1051.3,PAYMENT,False,6.716449426745332,0.04,0,0
2018-11-01 07:03:23.760,1.950408597891521,1676.1,CASH-IN,False,2.9341826954836305,0.97,1,1
2018-11-01 07:12:06.912,1.4184199681846148,6564.2,PAYMENT,False,10.039286070834471,0.91,1,1
2018-11-01 07:20:50.064,2.3632208083859663,1158.8,PAYMENT,False,8.347656219112238,0.57,0,0
2018-11-01 07:29:33.216,2.1272763985860483,7195.3,CASH-IN,False,0.0334047072590158,1.0,1,1
2018-11-01 07:38:16.368,1.690392372887717,1052.0,CASH-IN,False,9.155725134534793,0.49,0,1
2018-11-01 07:46:59.520,2.924196892848638,2788.5,CASH-IN,False,10.261505696648598,0.0,0,0
2018-11-01 07:55:42.672,1.191347985734105,5139.7,PAYMENT,False,0.1563093547996729,0.98,1,1
2018-11-01 08:04:25.824,2.122083381892508,3554.9,PAYMENT,False,9.835896742195036,0.99,1,1
2018-11-01 08:13:08.976,1.8671734485695743,5062.9,PAYMENT,False,0.2434737414527227,0.99,1,1
2018-11-01 08:21:52.128,1.7407356473288007,1115.7,PAYMENT,True,9.370587623312613,1.0,1,1
2018-11-01 08:30:35.280,2.692610367264693,1101.7,TRANSFER,False,8.746298169171144,1.0,1,1
2018-11-01 08:39:18.432,2.7185591023843707,1954.7,CASH-OUT,False,2.31691533171288,0.99,1,1
2018-11-01 08:48:01.584,1.8324459788500167,8876.7,CASH-OUT,False,10.10452956005959,0.03,0,0
2018-11-01 08:56:44.736,2.211982927266214,1216.5,PAYMENT,False,3.51633237501139,0.97,1,1
2018-11-01 09:05:27.888,2.105730687217537,2521.6,CASH-IN,False,8.15384102564611,0.0,0,0
2018-11-01 09:14:11.040,2.0852410432714046,1957.9,PAYMENT,False,10.37147466165394,0.92,1,1
2018-11-01 09:22:54.192,1.6377945101225662,1112.0,CASH-OUT,False,5.645395765345326,0.99,1,1
2018-11-01 09:31:37.344,1.852795568633148,2373.2,TRANSFER,False,8.101690360564088,0.97,1,1
2018-11-01 09:40:20.496,1.7316494881664166,1792.7,PAYMENT,False,10.245601913678003,0.05,0,0
2018-11-01 09:49:03.648,1.7164443114859045,2211.1,CASH-IN,False,8.4812130015281,0.12,0,0
2018-11-01 09:57:46.800,1.7772630087941812,1772.7,CASH-OUT,False,1.8826068155304,0.13,0,0
2018-11-01 10:06:29.952,1.906912576010579,3918.1,PAYMENT,False,1.2902985773579203,0.92,1,1
2018-11-01 10:15:13.104,1.4870075500087023,1358.8,PAYMENT,False,8.448564289000974,0.53,0,0
2018-11-01 10:23:56.256,1.8541963315163208,1812.7,CASH-IN,False,8.561146406781976,0.35,0,1
2018-11-01 10:32:39.408,1.6210416570259856,2942.5,PAYMENT,False,6.896677658465741,0.05,0,0
2018-11-01 10:41:22.560,1.7872791785280853,4083.8,PAYMENT,False,0.2835891758203402,0.99,1,1
2018-11-01 10:50:05.712,1.7087616944196349,5716.7,CASH-OUT,False,0.2631664807739808,0.98,1,1
2018-11-01 10:58:48.864,1.928127821089635,7769.9,PAYMENT,False,4.299408323188649,0.03,0,0
2018-11-01 11:07:32.016,1.896461963341489,2624.2,PAYMENT,True,8.540374161696025,0.0,0,0
2018-11-01 11:16:15.168,2.22302431507495,7236.2,CASH-OUT,False,3.4565131856410454,0.01,0,0
2018-11-01 11:24:58.320,1.980492335078772,3082.0,CASH-IN,False,8.214702692523888,0.06,0,0
2018-11-01 11:33:41.472,1.9977476995563432,2311.6,CASH-OUT,False,1.750521293507015,0.92,1,1
2018-11-01 11:42:24.624,2.120906194792897,4504.5,PAYMENT,False,8.91697404715717,0.0,0,0
2018-11-01 11:51:07.776,1.3947043570148518,8160.6,CASH-OUT,False,0.3025666710923935,0.96,1,1
2018-11-01 11:59:50.928,1.8863852665618783,4480.2,PAYMENT,False,7.5998584900140544,0.06,0,0
2018-11-01 12:08:34.080,2.0216680915025647,3126.8,CASH-IN,False,9.935533303430464,0.91,1,1
2018-11-01 12:17:17.232,2.0097839305901557,2425.7,CASH-IN,True,9.89068404365246,0.0,0,0
2018-11-01 12:26:00.384,1.6451237706702446,2910.5,CASH-OUT,False,0.8894004825838452,0.99,1,1
2018-11-01 12:34:43.536,1.5256246997501572,1606.6,PAYMENT,False,2.7877543774453537,0.83,1,1
2018-11-01 12:43:26.688,2.28875416807548,2103.6,CASH-IN,False,0.3562642851629322,0.98,1,1
2018-11-01 12:52:09.840,1.9945075391397649,3431.2,PAYMENT,False,0.125674662115669,0.98,1,1
2018-11-01 13:00:52.992,0.2460868987012918,1912.9,PAYMENT,False,9.740943351542937,1.0,1,1
2018-11-01 13:09:36.144,2.520588595389872,2566.6,CASH-IN,True,9.845436372964285,0.18,0,1
2018-11-01 13:18:19.296,2.2398548500971307,1261.6,CASH-IN,False,7.096760737812877,0.0,0,0
2018-11-01 13:27:02.448,1.8736845242166669,1811.8,CASH-OUT,False,10.072477283296548,0.0,0,0
2018-11-01 13:35:45.600,1.650432384560172,1402.3,CASH-OUT,False,7.1560592695488605,0.15,0,0
2018-11-01 13:44:28.752,2.784922218526472,2386.1,CASH-IN,False,9.592540681858218,0.03,0,0
2018-11-01 13:53:11.904,2.077376008479104,1598.9,CASH-IN,False,3.0742433776283637,1.0,1,1
2018-11-01 14:01:55.056,1.6800564251279106,1053.0,PAYMENT,False,6.33522097323999,0.92,1,1
2018-11-01 14:10:38.208,1.1908341632731865,5792.8,,False,9.938725480837682,0.01,0,0
2018-11-01 14:19:21.360,1.5015365136287628,5177.0,CASH-OUT,False,9.564995059981763,0.0,0,0
2018-11-01 14:28:04.512,1.8760918601895549,1454.0,CASH-IN,False,2.280031803402266,0.99,1,1
2018-11-01 14:36:47.664,1.993572907669143,2931.9,PAYMENT,False,9.533809853221978,0.0,0,1
2018-11-01 14:45:30.816,2.50283463339528,4607.4,PAYMENT,False,1.6130627043203305,0.99,1,1
2018-11-01 14:54:13.968,2.3918233227506778,1077.9,CASH-OUT,False,9.863554495385795,0.02,0,0
2018-11-01 15:02:57.120,1.9254379251485172,2079.8,TRANSFER,False,8.847883653728331,1.0,1,1
2018-11-01 15:11:40.272,1.1711935478111315,2642.7,PAYMENT,False,10.424388642767791,0.99,1,1
2018-11-01 15:20:23.424,2.6490712411364616,9910.1,,False,10.396597957950434,0.16,0,0
2018-11-01 15:29:06.576,2.4580361034488885,1606.2,CASH-IN,False,0.6449631215556595,0.96,1,1
2018-11-01 15:37:49.728,3.0164655333414654,5040.4,PAYMENT,False,9.191660196508646,0.08,0,0
2018-11-01 15:46:32.880,2.42744144632748,2103.8,CASH-OUT,False,9.955964332003724,0.08,0,0
2018-11-01 15:55:16.032,2.016279502821768,2169.3,CASH-IN,False,8.76399333392071,0.04,0,0
2018-11-01 16:03:59.184,1.5854450669882765,2300.7,PAYMENT,False,8.493105463468087,0.15,0,0
2018-11-01 16:12:42.336,1.7949367592558734,4848.3,CASH-IN,False,0.1574075668488108,0.98,1,1
2018-11-01 16:21:25.488,2.267845499957165,6144.7,CASH-IN,False,9.211294917462537,0.02,0,0
2018-11-01 16:30:08.640,2.3753689778606,1879.3,CASH-OUT,False,0.4380456056241469,0.99,1,1
2018-11-01 16:38:51.792,2.465646866139213,5925.3,PAYMENT,False,7.297573620119063,0.86,1,1
2018-11-01 16:47:34.944,2.112213660883484,2907.7,CASH-IN,False,9.770310528203089,0.0,0,0
2018-11-01 16:56:18.096,1.9518235177844812,2279.0,PAYMENT,False,3.050939978426574,0.93,1,1
2018-11-01 17:05:01.248,1.907765104148723,1220.6,PAYMENT,False,10.312310005376752,0.05,0,0
2018-11-01 17:13:44.400,1.9854582795374196,1777.5,PAYMENT,False,9.201284692455404,0.98,1,1
2018-11-01 17:22:27.552,2.5129881984055227,1288.7,PAYMENT,True,7.1411742913570375,0.09,0,0
2018-11-01 17:31:10.704,2.067710485875548,6658.1,CASH-IN,False,10.185494016989578,0.95,1,1
2018-11-01 17:39:53.856,1.8145842683771027,5027.1,TRANSFER,False,9.44768093895014,0.02,0,0
2018-11-01 17:48:37.008,1.66524274463489,5120.7,CASH-IN,False,10.38690758052004,0.22,0,0
2018-11-01 17:57:20.160,1.8268806684299304,1806.1,PAYMENT,False,9.38837882291715,0.0,0,0
2018-11-01 18:06:03.312,2.340005952363176,4685.5,PAYMENT,False,8.862579831360435,0.01,0,0
2018-11-01 18:14:46.464,2.0195089180875945,7979.4,CASH-IN,True,0.1380479294130439,0.97,1,1
2018-11-01 18:23:29.616,1.8337039440199228,10707.6,,False,10.203095170619834,0.91,1,1
2018-11-01 18:32:12.768,2.2783029745528647,10566.1,CASH-IN,False,10.194783411432471,0.95,1,1
2018-11-01 18:40:55.920,1.940041829966132,2906.8,,False,1.4107093782283622,0.94,1,1
2018-11-01 18:49:39.072,2.080994239188686,1207.8,CASH-OUT,False,3.812523050821776,0.99,1,1
2018-11-01 18:58:22.224,2.1936250708296545,1357.6,CASH-OUT,False,8.584060881232052,0.03,0,0
2018-11-01 19:07:05.376,2.3065966802244766,2156.3,CASH-OUT,False,10.390936534092054,0.0,0,0
2018-11-01 19:15:48.528,2.1235211484275403,1684.2,PAYMENT,False,7.81287417983121,0.01,0,0
2018-11-01 19:24:31.680,1.5088918794075368,2104.7,TRANSFER,False,8.294190962628267,0.93,1,1
2018-11-01 19:33:14.832,2.5890689509263374,3022.7,CASH-IN,False,0.2344627241319484,0.99,1,0
2018-11-01 19:41:57.984,2.3976757786240963,2268.8,,False,2.275129717768995,0.97,1,1
2018-11-01 19:50:41.136,1.7231473615381847,1146.0,CASH-IN,False,8.610704264629813,0.74,1,1
2018-11-01 19:59:24.288,2.1230372036015845,3198.0,PAYMENT,False,10.19934270282696,0.0,0,0
2018-11-01 20:08:07.440,1.9357143528929104,1814.0,CASH-OUT,True,6.0733541623271465,0.99,1,1
2018-11-01 20:16:50.592,1.8340961963090487,4586.0,CASH-IN,False,10.319069208207402,0.96,1,1
2018-11-01 20:25:33.744,1.8379276147546413,1342.7,CASH-OUT,False,8.921174288389413,1.0,1,1
2018-11-01 20:34:16.896,2.595185677918913,3201.5,PAYMENT,True,9.568382893124191,0.0,0,0
2018-11-01 20:43:00.048,1.7766788363366026,4222.9,TRANSFER,True,9.83241006111778,0.59,0,1
2018-11-01 20:51:43.200,1.8132700605000425,5943.3,CASH-IN,False,6.447912368022919,0.01,0,0
2018-11-01 21:00:26.352,2.281373405431673,1494.8,TRANSFER,False,10.208690518582324,0.02,0,0
2018-11-01 21:09:09.504,2.062700445865546,1170.1,,False,1.5021264924737026,0.76,1,1
2018-11-01 21:17:52.656,1.8288823322328975,1160.0,CASH-IN,False,3.658160401452292,0.01,0,0
2018-11-01 21:26:35.808,1.1974620735167942,1368.9,TRANSFER,False,10.06279406001777,0.55,0,0
2018-11-01 21:35:18.960,1.8117148869298365,4469.0,CASH-IN,False,6.411035699103456,0.02,0,0
2018-11-01 21:44:02.112,2.2678107349388568,5145.7,PAYMENT,True,9.59396143146511,0.0,0,0
2018-11-01 21:52:45.264,2.1003219983048176,3749.4,PAYMENT,False,0.812715306230617,0.92,1,1
2018-11-01 22:01:28.416,2.2193019401416576,1217.3,PAYMENT,False,10.282139966504612,0.04,0,0
2018-11-01 22:10:11.568,1.9898737358971137,2636.2,PAYMENT,True,0.7980690369394077,0.98,1,1
2018-11-01 22:18:54.720,2.396427444636954,2343.7,CASH-IN,False,9.67296372079064,0.0,0,0
2018-11-01 22:27:37.872,1.7964686730006036,1167.8,CASH-IN,False,9.17114965017682,0.04,0,1
2018-11-01 22:36:21.024,1.9382932631484104,3240.3,,False,10.3163850609294,1.0,1,1
2018-11-01 22:45:04.176,2.447682452918254,3097.5,PAYMENT,False,10.104934767996763,0.01,0,0
2018-11-01 22:53:47.328,2.3626949192234665,3611.1,CASH-OUT,False,0.8266918246346131,0.97,1,1
2018-11-01 23:02:30.480,1.8384267361555569,1456.4,CASH-OUT,False,10.34738457468761,0.04,0,0
2018-11-01 23:11:13.632,2.548597235967106,5819.9,TRANSFER,False,8.894808120674954,0.34,0,0
2018-11-01 23:19:56.784,2.012194104536798,2583.7,,False,10.43143583566986,0.95,1,1
2018-11-01 23:28:39.936,1.6181115161903346,1887.7,CASH-OUT,False,7.009822368061461,0.88,1,1
2018-11-01 23:37:23.088,1.947602121454648,2988.4,CASH-IN,False,8.90676516701946,0.41,0,1
2018-11-01 23:46:06.240,2.0463735727611314,6670.8,CASH-IN,False,10.183038334715858,0.08,0,0
2018-11-01 23:54:49.392,1.907653860219221,1579.7,CASH-OUT,True,6.051242368818331,0.24,0,0
2018-11-02 00:03:32.544,1.6220409923941008,2920.5,,False,1.5423477576895088,0.95,1,1
2018-11-02 00:12:15.696,1.5947210402198468,1470.1,TRANSFER,False,9.00904350303508,0.0,0,0
2018-11-02 00:20:58.848,1.7450290886609603,5421.7,CASH-OUT,False,10.083701400851965,0.98,1,1
2018-11-02 00:29:42.000,2.177693146458819,8035.2,CASH-OUT,False,0.3065337098527899,0.6,0,0
2018-11-02 00:38:25.152,2.1840165632760926,5543.9,CASH-IN,False,8.147337308082562,0.02,0,0
2018-11-02 00:47:08.304,2.132850267683484,1249.8,PAYMENT,True,5.297962876109023,1.0,1,1
2018-11-02 00:55:51.456,2.297420682813104,1432.7,CASH-OUT,False,7.041613076537081,0.93,1,1
2018-11-02 01:04:34.608,1.7380996267219075,1818.7,CASH-OUT,True,3.3177728580691053,0.97,1,1
2018-11-02 01:13:17.760,2.464517452177059,2510.4,CASH-OUT,False,0.339070260047832,0.96,1,1
2018-11-02 01:22:00.912,2.153408507040061,1696.9,PAYMENT,False,9.71178243552298,0.01,0,0
2018-11-02 01:30:44.064,2.57410246618158,2128.4,PAYMENT,False,7.3454748386034385,0.04,0,0
2018-11-02 01:39:27.216,1.730452118972205,1509.8,PAYMENT,False,10.25830469405907,0.01,0,0
2018-11-02 01:48:10.368,2.2636863079234786,1465.5,PAYMENT,False,1.7164023801362638,0.97,1,1
2018-11-02 01:56:53.520,1.590767974609347,1414.7,PAYMENT,False,8.909443579534315,0.04,0,0
2018-11-02 02:05:36.672,2.2531717715762545,1122.0,TRANSFER,False,4.583202564388838,0.01,0,0
2018-11-02 02:14:19.824,1.9212302181783505,3942.0,PAYMENT,False,10.09755267691586,0.37,0,0
2018-11-02 02:23:02.976,2.0141959596445376,1359.4,CASH-IN,False,10.340107777623397,0.22,0,1
2018-11-02 02:31:46.128,1.6793831647385038,2256.5,PAYMENT,False,4.655328338704773,0.95,1,1
2018-11-02 02:40:29.280,1.9166980085169016,1291.2,PAYMENT,False,7.201661772210272,0.98,1,1
2018-11-02 02:49:12.432,1.8630386705699933,10138.4,PAYMENT,False,9.775896232668476,0.85,1,1
2018-11-02 02:57:55.584,1.8002103413546415,3933.3,CASH-OUT,False,0.4317456575692917,1.0,1,1
2018-11-02 03:06:38.736,2.0759702818423187,8788.7,CASH-IN,False,0.081953637432871,0.97,1,1
2018-11-02 03:15:21.888,1.37702208165101,1735.5,PAYMENT,False,6.274637903205601,0.08,0,0
2018-11-02 03:24:05.040,2.0366476518042824,1235.3,CASH-IN,False,8.259682845847918,1.0,1,1
2018-11-02 03:32:48.192,1.703616136001305,1079.4,,False,6.177598629384795,0.23,0,0
2018-11-02 03:41:31.344,1.367699913983636,2357.4,PAYMENT,False,7.338247376176223,0.03,0,0
2018-11-02 03:50:14.496,2.286344422491689,2397.0,PAYMENT,False,7.110489140480579,0.05,0,0
2018-11-02 03:58:57.648,1.447903600595268,2046.3,,False,0.4574217079076937,0.97,1,1
2018-11-02 04:07:40.800,2.412790765929076,1096.0,CASH-IN,False,9.344711041604391,1.0,1,1
2018-11-02 04:16:23.952,2.636584566014358,4367.5,CASH-OUT,False,3.1010351533707388,0.95,1,1
2018-11-02 04:25:07.104,1.9655838308654636,1294.8,PAYMENT,False,2.018761525263044,1.0,1,1
2018-11-02 04:33:50.256,1.7122667642646592,4677.1,CASH-OUT,False,8.259795569279488,0.01,0,0
2018-11-02 04:42:33.408,2.410785872497007,5171.8,,True,0.3183729373534207,1.0,1,1
2018-11-02 04:51:16.560,2.8365560340231744,4756.8,TRANSFER,True,0.339128485740937,1.0,1,1
2018-11-02 04:59:59.712,1.844313264507994,2406.7,PAYMENT,False,5.866713392747383,0.01,0,0
2018-11-02 05:08:42.864,1.6450084323223837,1605.8,TRANSFER,False,2.750888171483274,1.0,1,1
2018-11-02 05:17:26.016,1.6359174496054951,1027.7,CASH-IN,False,6.667827125997812,0.72,1,1
2018-11-02 05:26:09.168,1.3303788678393886,2481.2,CASH-IN,False,9.100537884001891,0.14,0,1
2018-11-02 05:34:52.320,1.9116084724774287,8043.4,CASH-IN,True,10.34489831634732,0.28,0,0
2018-11-02 05:43:35.472,1.2648088402357125,1165.1,CASH-OUT,False,2.575657078807508,0.03,0,0
2018-11-02 05:52:18.624,1.8608151288191084,2442.9,CASH-IN,True,2.647115896183569,0.8,1,1
2018-11-02 06:01:01.776,2.029592801705956,1757.2,CASH-IN,True,8.943875686386509,0.99,1,0
2018-11-02 06:09:44.928,1.397546516347306,1242.3,PAYMENT,False,8.176688392629186,0.02,0,0
2018-11-02 06:18:28.080,2.0564420072762406,2351.1,PAYMENT,False,9.424830881451896,0.95,1,1
2018-11-02 06:27:11.232,2.2038606166172343,3109.4,,False,10.20099673016827,0.09,0,0
2018-11-02 06:35:54.384,1.615755014208521,3431.7,CASH-IN,False,10.153117467513615,0.99,1,1
2018-11-02 06:44:37.536,2.194529567823209,1586.6,PAYMENT,False,7.177371419949859,0.95,1,1
2018-11-02 06:53:20.688,0.4562395986835208,1354.9,CASH-OUT,False,3.8671222058236623,0.04,0,0
2018-11-02 07:02:03.840,1.4813960940354116,1338.1,PAYMENT,False,2.3473602650699323,0.98,1,1
2018-11-02 07:10:46.992,2.1021284465642824,1776.2,PAYMENT,False,6.447010768810518,0.02,0,0
2018-11-02 07:19:30.144,2.4856685838266217,2897.8,CASH-IN,False,0.9732490813413766,0.98,1,1
2018-11-02 07:28:13.296,1.8099357248982035,4223.9,CASH-IN,True,0.0971891105791702,0.99,1,1
2018-11-02 07:36:56.448,1.9575119452529457,1119.9,CASH-OUT,False,9.580425533070756,0.07,0,0
2018-11-02 07:45:39.600,1.8842586976145597,1230.2,CASH-IN,False,8.174434172147832,0.02,0,0
2018-11-02 07:54:22.752,1.4184338654221766,1799.2,CASH-OUT,False,8.245495893097328,0.01,0,0
2018-11-02 08:03:05.904,1.6160195429536202,1154.9,PAYMENT,False,4.893302993034217,1.0,1,1
2018-11-02 08:11:49.056,0.6773187532790612,3521.7,CASH-OUT,False,10.28751486023722,0.96,1,1
2018-11-02 08:20:32.208,2.2394004858358283,1382.4,CASH-OUT,False,9.985723846957391,0.12,0,0
2018-11-02 08:29:15.360,2.5845894023775173,1347.0,CASH-IN,True,6.420973273087077,0.94,1,1
2018-11-02 08:37:58.512,1.8877598099590691,1352.1,,False,6.495297760860149,0.05,0,0
2018-11-02 08:46:41.664,1.854784201267271,2259.6,PAYMENT,True,9.81768510295607,0.03,0,1
2018-11-02 08:55:24.816,0.6298236014774021,4544.3,PAYMENT,False,9.119993706161871,0.03,0,0
2018-11-02 09:04:07.968,2.5507829884031885,1962.0,CASH-OUT,False,4.659725678849956,0.01,0,0
2018-11-02 09:12:51.120,2.054788962887042,2338.3,PAYMENT,False,1.205388310970975,0.97,1,0
2018-11-02 09:21:34.272,2.0745070535831136,3178.4,CASH-OUT,False,8.736145483344531,0.01,0,0
2018-11-02 09:30:17.424,2.050026153996472,1132.0,CASH-OUT,False,3.4732157668074004,0.32,0,0
2018-11-02 09:39:00.576,1.9733820403578088,1389.0,CASH-OUT,False,7.621497899829719,0.01,0,0
2018-11-02 09:47:43.728,1.6517148959070451,1803.7,CASH-IN,False,8.75822147392105,0.99,1,1
2018-11-02 09:56:26.880,1.8478775760378552,2619.2,CASH-OUT,False,1.4111317536230632,0.31,0,0
2018-11-02 10:05:10.032,1.7172390826365462,7752.0,CASH-OUT,False,10.475956435175952,0.01,0,0
2018-11-02 10:13:53.184,2.1545463304128005,1634.7,PAYMENT,False,10.388946796139727,0.9,1,1
2018-11-02 10:22:36.336,1.506062600175051,2560.6,CASH-IN,False,9.957593613262285,0.09,0,0
2018-11-02 10:31:19.488,0.5915357308999476,4945.9,CASH-IN,False,9.55903590682505,1.0,1,1
2018-11-02 10:40:02.640,1.791235930962759,7859.8,PAYMENT,True,7.230158362521852,0.94,1,1
2018-11-02 10:48:45.792,3.258408035885059,3300.3,PAYMENT,False,8.667168662161034,0.02,0,0
2018-11-02 10:57:28.944,2.04225750706337,2158.9,PAYMENT,False,0.3948271656908173,0.96,1,1
2018-11-02 11:06:12.096,2.029067049929842,2086.8,CASH-OUT,False,0.5965607892389786,0.92,1,1
2018-11-02 11:14:55.248,2.352668021329157,1548.9,,False,3.386990487754721,0.97,1,1
2018-11-02 11:23:38.400,2.089146689199146,8780.2,,False,10.388087362706235,0.01,0,0
2018-11-02 11:32:21.552,2.1993995471779253,3799.3,PAYMENT,False,0.6250785704733606,0.98,1,1
2018-11-02 11:41:04.704,1.7750169311571866,4870.0,CASH-OUT,False,8.908563850076217,0.99,1,1
2018-11-02 11:49:47.856,1.761724454761452,6757.3,PAYMENT,False,0.2436780507763654,0.99,1,1
2018-11-02 11:58:31.008,2.069503184508654,1151.6,CASH-OUT,False,9.46552000838487,0.02,0,0
2018-11-02 12:07:14.160,1.8681594462846105,4106.9,CASH-OUT,False,10.268560902169137,0.03,0,0
2018-11-02 12:15:57.312,2.0824084133555893,1270.6,PAYMENT,False,9.642203363313786,0.03,0,0
2018-11-02 12:24:40.464,1.8900204329465355,5778.6,,False,9.610933369289134,0.04,0,0
2018-11-02 12:33:23.616,2.13539751197002,7286.2,PAYMENT,False,9.022370287146297,0.04,0,0
2018-11-02 12:42:06.768,1.7894381049166117,4991.7,CASH-OUT,False,1.0288173821938067,0.91,1,1
2018-11-02 12:50:49.920,1.5288851537706556,1192.7,PAYMENT,True,5.093305925807886,0.03,0,0
2018-11-02 12:59:33.072,1.6891400553897375,4709.1,CASH-IN,False,8.674241184482423,1.0,1,1
2018-11-02 13:08:16.224,1.9488085924052567,1607.9,CASH-OUT,False,8.243395122677644,0.91,1,0
2018-11-02 13:16:59.376,1.9424732604595156,2173.4,PAYMENT,False,10.007765232409628,0.02,0,0
2018-11-02 13:25:42.528,2.120147452839077,3316.6,CASH-IN,False,10.008956371683924,0.01,0,0
